epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
103,7585.73,0.95085,0.88155,1.23417,0.76438,0.71839,0.76978,0.57499,0.71651,0.83535,0.91333,0.0089902,0.0089902,0.0089902
104,7657.93,0.9514,0.88735,1.23571,0.76503,0.71729,0.77006,0.57535,0.71555,0.82627,0.91257,0.0089803,0.0089803,0.0089803
105,7730.45,0.94513,0.87739,1.22857,0.76503,0.71548,0.77045,0.57531,0.71373,0.82288,0.91104,0.0089704,0.0089704,0.0089704
106,7802.78,0.94629,0.87351,1.23062,0.7619,0.72107,0.77081,0.57543,0.71363,0.8184,0.91088,0.0089605,0.0089605,0.0089605
107,7875.77,0.94352,0.87242,1.22837,0.76318,0.71804,0.77094,0.57583,0.71384,0.81358,0.91181,0.0089506,0.0089506,0.0089506
108,7948.05,0.94861,0.87176,1.23224,0.76106,0.71848,0.77112,0.57638,0.71289,0.80807,0.91114,0.0089407,0.0089407,0.0089407
109,8020.33,0.94181,0.87745,1.22895,0.76318,0.71583,0.77162,0.57732,0.71244,0.80574,0.9111,0.0089308,0.0089308,0.0089308
110,8092.91,0.93569,0.86694,1.22324,0.76525,0.71831,0.77185,0.57734,0.71203,0.79945,0.91067,0.0089209,0.0089209,0.0089209
111,8165.35,0.93733,0.86534,1.22139,0.76789,0.7171,0.77243,0.5781,0.71167,0.79716,0.91055,0.008911,0.008911,0.008911
112,8237.89,0.94202,0.86123,1.22674,0.76703,0.7176,0.77282,0.57864,0.7119,0.79448,0.91047,0.0089011,0.0089011,0.0089011
113,8310.36,0.93804,0.86798,1.22046,0.76811,0.71712,0.77326,0.57894,0.71114,0.79922,0.91011,0.0088912,0.0088912,0.0088912
114,8382.79,0.93582,0.86281,1.22153,0.77311,0.71558,0.7735,0.57945,0.71128,0.80056,0.91017,0.0088813,0.0088813,0.0088813
115,8455.48,0.93722,0.86406,1.22327,0.77029,0.71523,0.77372,0.57965,0.71109,0.79645,0.9101,0.0088714,0.0088714,0.0088714
116,8528.37,0.93749,0.869,1.22345,0.76934,0.71573,0.77397,0.58008,0.71073,0.78989,0.9099,0.0088615,0.0088615,0.0088615
117,8600.96,0.93472,0.86349,1.22454,0.76427,0.71965,0.77441,0.58061,0.7105,0.78755,0.90954,0.0088516,0.0088516,0.0088516
118,8673.07,0.93457,0.86134,1.22314,0.75934,0.72114,0.77472,0.58138,0.70975,0.78599,0.90879,0.0088417,0.0088417,0.0088417
119,8745.69,0.93955,0.86295,1.22109,0.7594,0.72212,0.77474,0.58061,0.70962,0.7875,0.90838,0.0088318,0.0088318,0.0088318
120,8818.05,0.9361,0.85546,1.21974,0.76192,0.7206,0.7749,0.58081,0.70927,0.78298,0.90838,0.0088219,0.0088219,0.0088219
121,8890.55,0.93283,0.85838,1.22083,0.76145,0.72035,0.77521,0.58116,0.70918,0.78072,0.90836,0.008812,0.008812,0.008812
122,8962.95,0.93559,0.85707,1.21829,0.76237,0.71811,0.77557,0.58242,0.70961,0.77976,0.90893,0.0088021,0.0088021,0.0088021
123,9035.48,0.92997,0.85056,1.21915,0.76694,0.71842,0.77538,0.58266,0.70918,0.77395,0.90855,0.0087922,0.0087922,0.0087922
124,9107.65,0.93173,0.85506,1.21877,0.76371,0.7191,0.77572,0.5829,0.70866,0.77436,0.90797,0.0087823,0.0087823,0.0087823
125,9180.01,0.93039,0.86104,1.21692,0.76465,0.71861,0.77638,0.5833,0.70931,0.77351,0.90878,0.0087724,0.0087724,0.0087724
126,9252.45,0.92903,0.85028,1.21801,0.75761,0.72231,0.77608,0.58345,0.7093,0.77364,0.90875,0.0087625,0.0087625,0.0087625
127,9324.8,0.93089,0.85913,1.21771,0.75898,0.72145,0.77631,0.58328,0.70888,0.77612,0.90848,0.0087526,0.0087526,0.0087526
128,9397.28,0.92523,0.84561,1.21334,0.75704,0.72601,0.77623,0.5832,0.70871,0.77905,0.90838,0.0087427,0.0087427,0.0087427
129,9470.08,0.92439,0.84616,1.21017,0.75798,0.72853,0.77685,0.58418,0.70901,0.7788,0.90857,0.0087328,0.0087328,0.0087328
130,9542.63,0.92745,0.84626,1.21446,0.75709,0.72773,0.77662,0.58368,0.70884,0.78228,0.90857,0.0087229,0.0087229,0.0087229
131,9615.37,0.92534,0.85184,1.21371,0.75741,0.72911,0.77659,0.58383,0.70835,0.78243,0.90854,0.008713,0.008713,0.008713
132,9687.54,0.92484,0.84056,1.2101,0.75887,0.72337,0.77672,0.58384,0.70727,0.78074,0.90781,0.0087031,0.0087031,0.0087031
133,9759.77,0.9181,0.84247,1.20685,0.75818,0.72599,0.77753,0.58445,0.70684,0.77822,0.9074,0.0086932,0.0086932,0.0086932
134,9832.11,0.92374,0.84747,1.21468,0.75629,0.72974,0.77785,0.58473,0.70677,0.77702,0.90726,0.0086833,0.0086833,0.0086833
135,9904.87,0.91874,0.83817,1.20866,0.75731,0.72904,0.7776,0.58521,0.70658,0.77825,0.90695,0.0086734,0.0086734,0.0086734
136,9977.3,0.91974,0.84011,1.20906,0.76366,0.72241,0.77826,0.58529,0.70624,0.77645,0.90674,0.0086635,0.0086635,0.0086635
137,10049.5,0.92207,0.84065,1.2105,0.74998,0.73887,0.77853,0.58642,0.70713,0.78075,0.90702,0.0086536,0.0086536,0.0086536
138,10122,0.91395,0.83575,1.20481,0.75215,0.73776,0.77855,0.58687,0.70751,0.77611,0.90738,0.0086437,0.0086437,0.0086437
139,10194.5,0.92137,0.83297,1.20336,0.7505,0.7346,0.77893,0.58732,0.70772,0.7803,0.90742,0.0086338,0.0086338,0.0086338
140,10266.9,0.9134,0.83245,1.20399,0.75108,0.7365,0.77927,0.58741,0.70813,0.78064,0.90773,0.0086239,0.0086239,0.0086239
141,10339.6,0.91773,0.83481,1.20737,0.74908,0.73874,0.7798,0.58627,0.70909,0.78266,0.90833,0.008614,0.008614,0.008614
142,10411.7,0.91659,0.82821,1.20741,0.74477,0.74168,0.7801,0.58664,0.70862,0.78137,0.9078,0.0086041,0.0086041,0.0086041
143,10484.1,0.91337,0.82522,1.20532,0.74274,0.74324,0.78017,0.58744,0.70792,0.78136,0.90738,0.0085942,0.0085942,0.0085942
144,10556.6,0.91537,0.82751,1.20384,0.74147,0.74508,0.78014,0.58769,0.70823,0.78023,0.90733,0.0085843,0.0085843,0.0085843
145,10647.4,0.91631,0.83522,1.20804,0.74274,0.74501,0.7807,0.58809,0.70817,0.78248,0.90707,0.0085744,0.0085744,0.0085744
146,10728.4,0.91568,0.8274,1.2072,0.74705,0.74064,0.78108,0.58843,0.70763,0.7843,0.90677,0.0085645,0.0085645,0.0085645
147,10807.5,0.90497,0.82119,1.20039,0.74626,0.73941,0.78123,0.58842,0.70814,0.78631,0.90654,0.0085546,0.0085546,0.0085546
148,10886.8,0.9095,0.82694,1.20152,0.75018,0.73715,0.78148,0.58911,0.70648,0.78506,0.90504,0.0085447,0.0085447,0.0085447
149,10965.8,0.90889,0.82557,1.20303,0.74992,0.73251,0.78178,0.58864,0.70628,0.78529,0.90439,0.0085348,0.0085348,0.0085348
