                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     99,                0.68776,                0.49407,                 1.0829,                0.86405,                0.87787,                0.89721,                0.70141,                0.23269,                0.59838,                0.36871,               0.005149,               0.005149,               0.005149
                    100,                0.68403,                0.49142,                 1.0748,                0.87424,                0.87474,                0.89996,                0.70167,                0.23388,                0.57764,                0.36954,              0.0050995,              0.0050995,              0.0050995
                    101,                0.68281,                0.48491,                 1.0735,                0.89746,                 0.8582,                0.89988,                0.69913,                0.23484,                0.47445,                0.37086,                0.00505,                0.00505,                0.00505
                    102,                 0.6797,                0.49018,                 1.0733,                0.86936,                0.87872,                0.89761,                0.69842,                0.23513,                0.39744,                0.37177,              0.0050005,              0.0050005,              0.0050005
                    103,                0.68178,                0.48645,                 1.0731,                0.87432,                0.88113,                 0.8997,                0.69985,                0.23498,                0.35576,                 0.3718,               0.004951,               0.004951,               0.004951
                    104,                 0.6764,                 0.4842,                 1.0721,                0.86329,                0.88455,                0.90004,                0.69558,                0.23334,                0.37746,                0.37072,              0.0049015,              0.0049015,              0.0049015
                    105,                0.67437,                0.48163,                 1.0724,                0.86343,                0.88129,                0.89763,                0.69386,                0.23214,                0.37071,                0.37009,               0.004852,               0.004852,               0.004852
                    106,                0.67122,                 0.4814,                  1.066,                0.87456,                0.87784,                0.90093,                0.69436,                0.23201,                0.38744,                0.37118,              0.0048025,              0.0048025,              0.0048025
                    107,                0.66676,                0.47687,                 1.0628,                0.87814,                0.87777,                 0.8999,                0.69398,                0.23083,                0.38802,                0.37035,               0.004753,               0.004753,               0.004753
                    108,                0.66685,                0.47928,                 1.0663,                0.87847,                0.86431,                    0.9,                0.69716,                0.23011,                0.40141,                0.37024,              0.0047035,              0.0047035,              0.0047035
                    109,                0.66527,                0.47741,                 1.0649,                  0.886,                0.85606,                0.89963,                0.69939,                0.23032,                0.37649,                0.37085,               0.004654,               0.004654,               0.004654
                    110,                0.66157,                0.47613,                 1.0618,                0.89612,                0.84749,                0.89966,                0.69856,                0.23039,                 0.3804,                0.37218,              0.0046045,              0.0046045,              0.0046045
                    111,                0.65448,                0.46781,                 1.0526,                0.89033,                0.84774,                0.89862,                0.69723,                0.23175,                0.38651,                0.37514,               0.004555,               0.004555,               0.004555
                    112,                 0.6563,                0.47227,                 1.0589,                0.86481,                0.86746,                0.89826,                 0.6982,                0.23223,                0.37445,                0.37602,              0.0045055,              0.0045055,              0.0045055
                    113,                0.65166,                0.46728,                 1.0569,                0.86411,                0.87311,                0.89883,                0.70019,                0.23152,                0.36551,                0.37466,               0.004456,               0.004456,               0.004456
                    114,                0.64991,                0.46323,                 1.0573,                0.86551,                0.88347,                0.89859,                 0.7006,                0.23173,                0.34847,                0.37582,              0.0044065,              0.0044065,              0.0044065
                    115,                 0.6468,                0.46396,                 1.0557,                0.86292,                0.87842,                0.89956,                0.69949,                 0.2321,                0.34635,                0.37747,               0.004357,               0.004357,               0.004357
                    116,                 0.6433,                0.46198,                 1.0531,                0.90753,                0.84334,                0.90016,                0.69949,                0.23133,                0.37675,                0.37645,              0.0043075,              0.0043075,              0.0043075
