epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
115,21823,0.81071,0.7431,1.15087,0.70111,0.63979,0.69046,0.54058,0.59868,1.28166,0.82709,0.0088714,0.0088714,0.0088714
116,22012.7,0.80445,0.73727,1.14463,0.702,0.63874,0.6908,0.5409,0.59804,1.28059,0.82648,0.0088615,0.0088615,0.0088615
117,22202.5,0.80678,0.7349,1.14573,0.70459,0.63799,0.69043,0.54118,0.59741,1.2788,0.826,0.0088516,0.0088516,0.0088516
118,22392.3,0.80874,0.74089,1.15159,0.70691,0.6378,0.69006,0.54112,0.59756,1.28226,0.82635,0.0088417,0.0088417,0.0088417
119,22581.4,0.80856,0.73894,1.15016,0.71288,0.63258,0.6906,0.54146,0.59696,1.28462,0.82578,0.0088318,0.0088318,0.0088318
120,22771.1,0.80184,0.73177,1.14464,0.7123,0.6335,0.69104,0.54194,0.59693,1.29273,0.82589,0.0088219,0.0088219,0.0088219
121,22961,0.80542,0.73381,1.14898,0.7123,0.63272,0.69143,0.54229,0.59617,1.29069,0.82513,0.008812,0.008812,0.008812
122,23150.9,0.80306,0.73761,1.14644,0.71323,0.6314,0.69132,0.54226,0.59587,1.29367,0.82495,0.0088021,0.0088021,0.0088021
123,23340.1,0.80433,0.73136,1.14517,0.71464,0.63085,0.69174,0.54251,0.59551,1.2932,0.82455,0.0087922,0.0087922,0.0087922
124,23530.2,0.80504,0.74089,1.14793,0.71522,0.63035,0.69148,0.54259,0.59544,1.29857,0.82443,0.0087823,0.0087823,0.0087823
125,23720,0.80362,0.73449,1.1433,0.71594,0.62782,0.69124,0.5431,0.59529,1.30154,0.82423,0.0087724,0.0087724,0.0087724
126,23909.9,0.79965,0.7273,1.14154,0.71391,0.62937,0.69143,0.5432,0.59498,1.30622,0.82411,0.0087625,0.0087625,0.0087625
127,24099.6,0.79561,0.72768,1.14045,0.71481,0.62761,0.69156,0.54341,0.59477,1.30828,0.82389,0.0087526,0.0087526,0.0087526
128,24289.4,0.79597,0.72105,1.14007,0.71349,0.62802,0.6919,0.5437,0.59456,1.30633,0.82366,0.0087427,0.0087427,0.0087427
129,24479.1,0.79642,0.72556,1.1409,0.71249,0.63082,0.69215,0.54426,0.59471,1.30851,0.82387,0.0087328,0.0087328,0.0087328
130,24668.9,0.79195,0.72031,1.13897,0.7109,0.63156,0.6929,0.54447,0.59446,1.30816,0.82373,0.0087229,0.0087229,0.0087229
131,24858.5,0.7933,0.72324,1.13758,0.70943,0.63528,0.69274,0.54449,0.59385,1.30891,0.82319,0.008713,0.008713,0.008713
132,25048.3,0.7875,0.71369,1.138,0.70628,0.63959,0.69277,0.54462,0.59346,1.30657,0.82315,0.0087031,0.0087031,0.0087031
133,25238.3,0.78677,0.71394,1.13832,0.707,0.64038,0.69273,0.54512,0.59289,1.30379,0.82256,0.0086932,0.0086932,0.0086932
134,25428.2,0.79121,0.72339,1.13593,0.70509,0.6408,0.69274,0.54515,0.59269,1.30063,0.82255,0.0086833,0.0086833,0.0086833
135,25618.3,0.79002,0.7161,1.136,0.70396,0.64147,0.69296,0.54532,0.59194,1.2993,0.82213,0.0086734,0.0086734,0.0086734
