                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     74,                 1.0411,                0.87247,                 1.3524,                 0.8544,                0.81138,                 0.8865,                0.64629,                0.27882,                 6.8755,                0.39955,               0.002773,               0.002773,               0.002773
                     75,                 1.0408,                0.86042,                 1.3523,                 0.8443,                 0.8171,                0.88365,                0.64732,                 0.2795,                 6.4732,                0.40167,               0.002674,               0.002674,               0.002674
                     76,                 1.0217,                  0.847,                 1.3322,                0.87607,                0.79524,                0.88586,                0.64744,                0.27835,                 6.3451,                0.40155,               0.002575,               0.002575,               0.002575
                     77,                 1.0334,                0.86316,                 1.3477,                0.86568,                0.82692,                0.88578,                0.65151,                 0.2769,                 5.5067,                0.40119,               0.002476,               0.002476,               0.002476
                     78,                 1.0237,                0.84342,                 1.3357,                0.84548,                0.82776,                0.88728,                0.64728,                0.27905,                 5.6653,                0.40154,               0.002377,               0.002377,               0.002377
                     79,                 1.0251,                0.84941,                 1.3387,                0.87443,                0.80332,                0.89147,                0.66014,                0.27848,                 6.1512,                 0.4014,               0.002278,               0.002278,               0.002278
                     80,                 1.0124,                0.83202,                   1.33,                0.86704,                0.80837,                0.89153,                0.65731,                0.27872,                 6.7438,                0.40108,               0.002179,               0.002179,               0.002179
                     81,                 1.0046,                0.82795,                 1.3215,                 0.8896,                0.80629,                0.89087,                0.65396,                0.27834,                 6.3038,                0.40134,                0.00208,                0.00208,                0.00208
                     82,                  1.008,                0.83247,                 1.3275,                0.90889,                0.78901,                 0.8876,                0.65423,                0.27777,                 5.5063,                0.40148,               0.001981,               0.001981,               0.001981
                     83,                 1.0085,                0.83092,                 1.3304,                0.89916,                0.78029,                0.89381,                0.66358,                0.27442,                 5.8064,                0.39963,               0.001882,               0.001882,               0.001882
                     84,                 1.0024,                0.82469,                 1.3192,                0.87488,                 0.8079,                0.89042,                0.66142,                0.27409,                 5.0846,                 0.3983,               0.001783,               0.001783,               0.001783
                     85,                0.99175,                0.81446,                 1.3134,                0.85902,                 0.7967,                0.89131,                0.65911,                 0.2717,                 4.9403,                0.39555,               0.001684,               0.001684,               0.001684
                     86,                0.99205,                0.81841,                 1.3128,                0.86784,                 0.7895,                0.89283,                0.66146,                 0.2731,                 4.9732,                0.39636,               0.001585,               0.001585,               0.001585
                     87,                0.97929,                0.80161,                 1.3026,                0.83393,                0.83003,                0.88986,                0.65436,                 0.2744,                 5.1189,                0.39719,               0.001486,               0.001486,               0.001486
                     88,                0.98804,                0.80524,                 1.3082,                0.85901,                0.82589,                0.88922,                0.65701,                0.27208,                  4.953,                0.39667,               0.001387,               0.001387,               0.001387
                     89,                0.97842,                0.80268,                 1.3055,                0.86938,                0.81525,                0.88956,                0.65669,                 0.2703,                  4.772,                0.39626,               0.001288,               0.001288,               0.001288
                     90,                0.97223,                0.79539,                 1.2992,                0.85983,                0.82644,                0.89179,                  0.658,                0.27158,                 4.8224,                0.39636,               0.001189,               0.001189,               0.001189
                     91,                 0.8836,                0.62724,                 1.2873,                0.86645,                  0.814,                0.88967,                0.66007,                0.27106,                 4.6584,                0.39634,                0.00109,                0.00109,                0.00109
                     92,                0.85788,                0.59288,                 1.2642,                0.82062,                0.84262,                  0.891,                0.65958,                0.27169,                 4.1152,                0.39759,               0.000991,               0.000991,               0.000991
                     93,                0.84379,                0.58129,                 1.2564,                0.86156,                0.79029,                0.88857,                0.65694,                0.27314,                 3.8233,                0.39947,               0.000892,               0.000892,               0.000892
                     94,                0.83861,                0.57639,                 1.2544,                 0.8353,                0.81704,                0.88791,                0.65934,                0.27368,                 3.3877,                0.40067,               0.000793,               0.000793,               0.000793
                     95,                0.83196,                 0.5729,                 1.2513,                0.84276,                0.82605,                0.88931,                0.65962,                0.27091,                 2.9046,                 0.3999,               0.000694,               0.000694,               0.000694
                     96,                0.82084,                0.56543,                 1.2396,                0.83511,                0.82403,                0.88965,                0.65909,                0.26779,                 2.5566,                0.39893,               0.000595,               0.000595,               0.000595
                     97,                0.81737,                0.56033,                 1.2304,                0.84123,                 0.8231,                0.89025,                0.66008,                0.26725,                 2.3975,                0.39931,               0.000496,               0.000496,               0.000496
                     98,                 0.8167,                0.55308,                 1.2329,                 0.8564,                0.81489,                0.89032,                0.66036,                0.26651,                 2.2376,                0.39932,               0.000397,               0.000397,               0.000397
                     99,                0.80799,                0.55634,                 1.2316,                0.84096,                0.81342,                0.89143,                0.65865,                0.26634,                 2.1168,                0.39969,               0.000298,               0.000298,               0.000298
                    100,                0.80253,                0.55083,                  1.226,                0.83497,                0.84113,                0.89359,                0.65722,                0.26686,                 2.0159,                0.40039,               0.000199,               0.000199,               0.000199
